"","minpts","eps","eps2","id","f_measure"
"1107",15,4,30,"AP_2",0.793814432989691
"1108",20,4,30,"AP_2",0.777173913043478
"1109",25,4,30,"AP_2",0.779761904761905
"1110",30,4,30,"AP_2",0.684014869888476
"1111",5,4.75,30,"AP_2",0.289201877934272
"1112",10,4.75,30,"AP_2",0.745762711864407
"1113",15,4.75,30,"AP_2",0.762376237623762
"1114",20,4.75,30,"AP_2",0.74869109947644
"1115",25,4.75,30,"AP_2",0.757225433526012
"1116",30,4.75,30,"AP_2",0.743421052631579
"1117",5,1,60,"AP_2",0.916923076923077
"1118",10,1,60,"AP_2",0.907936507936508
"1119",15,1,60,"AP_2",0.916666666666667
"1120",20,1,60,"AP_2",0.882154882154882
"1121",25,1,60,"AP_2",0.73015873015873
"1122",30,1,60,"AP_2",0.73015873015873
"1123",5,1.75,60,"AP_2",0.853868194842407
"1124",10,1.75,60,"AP_2",0.86404833836858
"1125",15,1.75,60,"AP_2",0.866666666666667
"1126",20,1.75,60,"AP_2",0.850649350649351
"1127",25,1.75,60,"AP_2",0.71042471042471
"1128",30,1.75,60,"AP_2",0.713178294573643
"1129",5,2.5,60,"AP_2",0.610997963340122
"1130",10,2.5,60,"AP_2",0.842696629213483
"1131",15,2.5,60,"AP_2",0.831395348837209
"1132",20,2.5,60,"AP_2",0.81619937694704
"1133",25,2.5,60,"AP_2",0.768707482993197
"1134",30,2.5,60,"AP_2",0.694339622641509
"1135",5,3.25,60,"AP_2",0.302851524090462
"1136",10,3.25,60,"AP_2",0.814814814814815
"1137",15,3.25,60,"AP_2",0.798882681564246
"1138",20,3.25,60,"AP_2",0.805633802816901
"1139",25,3.25,60,"AP_2",0.786786786786787
"1140",30,3.25,60,"AP_2",0.676470588235294
"1141",5,4,60,"AP_2",0.292220113851992
"1142",10,4,60,"AP_2",0.781725888324873
"1143",15,4,60,"AP_2",0.791773778920309
"1144",20,4,60,"AP_2",0.768817204301075
"1145",25,4,60,"AP_2",0.757225433526012
"1146",30,4,60,"AP_2",0.726688102893891
"1147",5,4.75,60,"AP_2",0.289201877934272
"1148",10,4.75,60,"AP_2",0.745762711864407
"1149",15,4.75,60,"AP_2",0.762376237623762
"1150",20,4.75,60,"AP_2",0.740932642487047
"1151",25,4.75,60,"AP_2",0.733893557422969
"1152",30,4.75,60,"AP_2",0.70625
"1153",5,1,90,"AP_2",0.916923076923077
"1154",10,1,90,"AP_2",0.907936507936508
"1155",15,1,90,"AP_2",0.916666666666667
"1156",20,1,90,"AP_2",0.882154882154882
"1157",25,1,90,"AP_2",0.73015873015873
"1158",30,1,90,"AP_2",0.73015873015873
"1159",5,1.75,90,"AP_2",0.853868194842407
"1160",10,1.75,90,"AP_2",0.86404833836858
"1161",15,1.75,90,"AP_2",0.866666666666667
"1162",20,1.75,90,"AP_2",0.850649350649351
"1163",25,1.75,90,"AP_2",0.71042471042471
"1164",30,1.75,90,"AP_2",0.713178294573643
"1165",5,2.5,90,"AP_2",0.610997963340122
"1166",10,2.5,90,"AP_2",0.842696629213483
"1167",15,2.5,90,"AP_2",0.831395348837209
"1168",20,2.5,90,"AP_2",0.81619937694704
"1169",25,2.5,90,"AP_2",0.768707482993197
"1170",30,2.5,90,"AP_2",0.694339622641509
"1171",5,3.25,90,"AP_2",0.302851524090462
"1172",10,3.25,90,"AP_2",0.814814814814815
"1173",15,3.25,90,"AP_2",0.798882681564246
"1174",20,3.25,90,"AP_2",0.805633802816901
"1175",25,3.25,90,"AP_2",0.786786786786787
"1176",30,3.25,90,"AP_2",0.676470588235294
"1177",5,4,90,"AP_2",0.292220113851992
"1178",10,4,90,"AP_2",0.781725888324873
"1179",15,4,90,"AP_2",0.791773778920309
"1180",20,4,90,"AP_2",0.768817204301075
"1181",25,4,90,"AP_2",0.757225433526012
"1182",30,4,90,"AP_2",0.726688102893891
"1183",5,4.75,90,"AP_2",0.289201877934272
"1184",10,4.75,90,"AP_2",0.745762711864407
"1185",15,4.75,90,"AP_2",0.762376237623762
"1186",20,4.75,90,"AP_2",0.740932642487047
"1187",25,4.75,90,"AP_2",0.733893557422969
"1188",30,4.75,90,"AP_2",0.70625
"1189",5,1,120,"AP_2",0.916923076923077
"1190",10,1,120,"AP_2",0.907936507936508
"1191",15,1,120,"AP_2",0.916666666666667
"1192",20,1,120,"AP_2",0.882154882154882
"1193",25,1,120,"AP_2",0.73015873015873
"1194",30,1,120,"AP_2",0.73015873015873
"1195",5,1.75,120,"AP_2",0.853868194842407
"1196",10,1.75,120,"AP_2",0.86404833836858
"1197",15,1.75,120,"AP_2",0.866666666666667
"1198",20,1.75,120,"AP_2",0.850649350649351
"1199",25,1.75,120,"AP_2",0.71042471042471
"1200",30,1.75,120,"AP_2",0.713178294573643
"1201",5,2.5,120,"AP_2",0.610997963340122
"1202",10,2.5,120,"AP_2",0.842696629213483
"1203",15,2.5,120,"AP_2",0.831395348837209
"1204",20,2.5,120,"AP_2",0.81619937694704
"1205",25,2.5,120,"AP_2",0.768707482993197
"1206",30,2.5,120,"AP_2",0.694339622641509
"1207",5,3.25,120,"AP_2",0.302851524090462
"1208",10,3.25,120,"AP_2",0.814814814814815
"1209",15,3.25,120,"AP_2",0.798882681564246
"1210",20,3.25,120,"AP_2",0.805633802816901
"1211",25,3.25,120,"AP_2",0.786786786786787
"1212",30,3.25,120,"AP_2",0.676470588235294
"1213",5,4,120,"AP_2",0.292220113851992
"1214",10,4,120,"AP_2",0.781725888324873
"1215",15,4,120,"AP_2",0.791773778920309
"1216",20,4,120,"AP_2",0.768817204301075
"1217",25,4,120,"AP_2",0.757225433526012
"1218",30,4,120,"AP_2",0.726688102893891
"1219",5,4.75,120,"AP_2",0.289201877934272
"1220",10,4.75,120,"AP_2",0.745762711864407
"1221",15,4.75,120,"AP_2",0.762376237623762
"1222",20,4.75,120,"AP_2",0.740932642487047
"1223",25,4.75,120,"AP_2",0.733893557422969
"1224",30,4.75,120,"AP_2",0.70625
"1225",5,1,150,"AP_2",0.916923076923077
"1226",10,1,150,"AP_2",0.907936507936508
"1227",15,1,150,"AP_2",0.916666666666667
"1228",20,1,150,"AP_2",0.882154882154882
"1229",25,1,150,"AP_2",0.73015873015873
"1230",30,1,150,"AP_2",0.73015873015873
"1231",5,1.75,150,"AP_2",0.853868194842407
"1232",10,1.75,150,"AP_2",0.86404833836858
"1233",15,1.75,150,"AP_2",0.866666666666667
"1234",20,1.75,150,"AP_2",0.850649350649351
"1235",25,1.75,150,"AP_2",0.71042471042471
"1236",30,1.75,150,"AP_2",0.713178294573643
"1237",5,2.5,150,"AP_2",0.610997963340122
"1238",10,2.5,150,"AP_2",0.842696629213483
"1239",15,2.5,150,"AP_2",0.831395348837209
"1240",20,2.5,150,"AP_2",0.81619937694704
"1241",25,2.5,150,"AP_2",0.768707482993197
"1242",30,2.5,150,"AP_2",0.694339622641509
"1243",5,3.25,150,"AP_2",0.302851524090462
"1244",10,3.25,150,"AP_2",0.814814814814815
"1245",15,3.25,150,"AP_2",0.798882681564246
"1246",20,3.25,150,"AP_2",0.805633802816901
"1247",25,3.25,150,"AP_2",0.786786786786787
"1248",30,3.25,150,"AP_2",0.676470588235294
"1249",5,4,150,"AP_2",0.292220113851992
"1250",10,4,150,"AP_2",0.781725888324873
"1251",15,4,150,"AP_2",0.791773778920309
"1252",20,4,150,"AP_2",0.768817204301075
"1253",25,4,150,"AP_2",0.757225433526012
"1254",30,4,150,"AP_2",0.726688102893891
"1255",5,4.75,150,"AP_2",0.289201877934272
"1256",10,4.75,150,"AP_2",0.745762711864407
"1257",15,4.75,150,"AP_2",0.762376237623762
"1258",20,4.75,150,"AP_2",0.740932642487047
"1259",25,4.75,150,"AP_2",0.733893557422969
"1260",30,4.75,150,"AP_2",0.70625
"1261",5,1,180,"AP_2",0.916923076923077
"1262",10,1,180,"AP_2",0.907936507936508
"1263",15,1,180,"AP_2",0.916666666666667
"1264",20,1,180,"AP_2",0.882154882154882
"1265",25,1,180,"AP_2",0.73015873015873
"1266",30,1,180,"AP_2",0.73015873015873
"1267",5,1.75,180,"AP_2",0.853868194842407
"1268",10,1.75,180,"AP_2",0.86404833836858
"1269",15,1.75,180,"AP_2",0.866666666666667
"1270",20,1.75,180,"AP_2",0.850649350649351
"1271",25,1.75,180,"AP_2",0.71042471042471
"1272",30,1.75,180,"AP_2",0.713178294573643
"1273",5,2.5,180,"AP_2",0.610997963340122
"1274",10,2.5,180,"AP_2",0.842696629213483
"1275",15,2.5,180,"AP_2",0.831395348837209
"1276",20,2.5,180,"AP_2",0.81619937694704
"1277",25,2.5,180,"AP_2",0.768707482993197
"1278",30,2.5,180,"AP_2",0.694339622641509
"1279",5,3.25,180,"AP_2",0.302851524090462
"1280",10,3.25,180,"AP_2",0.814814814814815
"1281",15,3.25,180,"AP_2",0.798882681564246
"1282",20,3.25,180,"AP_2",0.805633802816901
"1283",25,3.25,180,"AP_2",0.786786786786787
"1284",30,3.25,180,"AP_2",0.676470588235294
"1285",5,4,180,"AP_2",0.292220113851992
"1286",10,4,180,"AP_2",0.781725888324873
"1287",15,4,180,"AP_2",0.791773778920309
"1288",20,4,180,"AP_2",0.768817204301075
"1289",25,4,180,"AP_2",0.757225433526012
"1290",30,4,180,"AP_2",0.726688102893891
"1291",5,4.75,180,"AP_2",0.289201877934272
"1292",10,4.75,180,"AP_2",0.745762711864407
"1293",15,4.75,180,"AP_2",0.762376237623762
"1294",20,4.75,180,"AP_2",0.740932642487047
"1295",25,4.75,180,"AP_2",0.733893557422969
"1296",30,4.75,180,"AP_2",0.70625
"1297",5,1,30,"TL_1",0.320812182741117
"1298",10,1,30,"TL_1",0.213822894168467
"1299",15,1,30,"TL_1",0.114025085518814
"1300",20,1,30,"TL_1",0.0722610722610723
"1301",25,1,30,"TL_1",0
"1302",30,1,30,"TL_1",0
"1303",5,1.75,30,"TL_1",0.496363636363636
"1304",10,1.75,30,"TL_1",0.360753221010902
"1305",15,1.75,30,"TL_1",0.266247379454927
"1306",20,1.75,30,"TL_1",0.176405733186329
"1307",25,1.75,30,"TL_1",0.1289592760181
"1308",30,1.75,30,"TL_1",0.114025085518814
"1309",5,2.5,30,"TL_1",0.753579502637528
"1310",10,2.5,30,"TL_1",0.411143131604227
"1311",15,2.5,30,"TL_1",0.346
"1312",20,2.5,30,"TL_1",0.217672413793103
"1313",25,2.5,30,"TL_1",0.158129175946548
"1314",30,2.5,30,"TL_1",0.139482564679415
"1315",5,3.25,30,"TL_1",0.916120576671035
"1316",10,3.25,30,"TL_1",0.497729336966394
"1317",15,3.25,30,"TL_1",0.365612648221344
"1318",20,3.25,30,"TL_1",0.291322314049587
"1319",25,3.25,30,"TL_1",0.236673773987207
"1320",30,3.25,30,"TL_1",0.184412733260154
"1321",5,4,30,"TL_1",0.932903225806452
"1322",10,4,30,"TL_1",0.556719022687609
"1323",15,4,30,"TL_1",0.451310861423221
"1324",20,4,30,"TL_1",0.37843137254902
"1325",25,4,30,"TL_1",0.307062436028659
"1326",30,4,30,"TL_1",0.257112750263435
"1327",5,4.75,30,"TL_1",0.945825366475462
"1328",10,4.75,30,"TL_1",0.653094462540717
"1329",15,4.75,30,"TL_1",0.499092558983666
"1330",20,4.75,30,"TL_1",0.401932367149758
"1331",25,4.75,30,"TL_1",0.315682281059063
"1332",30,4.75,30,"TL_1",0.264428121720881
"1333",5,1,60,"TL_1",0.337688442211055
"1334",10,1,60,"TL_1",0.234791889007471
"1335",15,1,60,"TL_1",0.118316268486917
"1336",20,1,60,"TL_1",0.0767441860465116
"1337",25,1,60,"TL_1",0
"1338",30,1,60,"TL_1",0
"1339",5,1.75,60,"TL_1",0.50316742081448
"1340",10,1.75,60,"TL_1",0.365612648221344
"1341",15,1.75,60,"TL_1",0.271682340647858
"1342",20,1.75,60,"TL_1",0.184412733260154
"1343",25,1.75,60,"TL_1",0.137387387387387
"1344",30,1.75,60,"TL_1",0.135287485907554
"1345",5,2.5,60,"TL_1",0.755455229495862
"1346",10,2.5,60,"TL_1",0.417224880382775
"1347",15,2.5,60,"TL_1",0.350947158524427
"1348",20,2.5,60,"TL_1",0.231016042780749
"1349",25,2.5,60,"TL_1",0.16629711751663
"1350",30,2.5,60,"TL_1",0.16629711751663
"1351",5,3.25,60,"TL_1",0.918954248366013
"1352",10,3.25,60,"TL_1",0.507220216606498
"1353",15,3.25,60,"TL_1",0.373647984267453
"1354",20,3.25,60,"TL_1",0.293085655314757
"1355",25,3.25,60,"TL_1",0.238551650692226
"1356",30,3.25,60,"TL_1",0.18640350877193
"1357",5,4,60,"TL_1",0.935649935649936
"1358",10,4,60,"TL_1",0.570440795159896
"1359",15,4,60,"TL_1",0.458527493010252
"1360",20,4,60,"TL_1",0.387914230019493
"1361",25,4,60,"TL_1",0.312244897959184
"1362",30,4,60,"TL_1",0.262605042016807
"1363",5,4.75,60,"TL_1",0.947837150127226
"1364",10,4.75,60,"TL_1",0.663974151857835
"1365",15,4.75,60,"TL_1",0.508566275924256
"1366",20,4.75,60,"TL_1",0.408084696823869
"1367",25,4.75,60,"TL_1",0.330978809283552
"1368",30,4.75,60,"TL_1",0.271682340647858
"1369",5,1,90,"TL_1",0.337688442211055
"1370",10,1,90,"TL_1",0.234791889007471
"1371",15,1,90,"TL_1",0.118316268486917
"1372",20,1,90,"TL_1",0.0767441860465116
"1373",25,1,90,"TL_1",0
"1374",30,1,90,"TL_1",0
"1375",5,1.75,90,"TL_1",0.511251125112511
"1376",10,1.75,90,"TL_1",0.365612648221344
"1377",15,1.75,90,"TL_1",0.271682340647858
"1378",20,1.75,90,"TL_1",0.184412733260154
"1379",25,1.75,90,"TL_1",0.137387387387387
"1380",30,1.75,90,"TL_1",0.135287485907554
"1381",5,2.5,90,"TL_1",0.755455229495862
"1382",10,2.5,90,"TL_1",0.417224880382775
"1383",15,2.5,90,"TL_1",0.350947158524427
"1384",20,2.5,90,"TL_1",0.231016042780749
"1385",25,2.5,90,"TL_1",0.182417582417582
"1386",30,2.5,90,"TL_1",0.16629711751663
"1387",5,3.25,90,"TL_1",0.918954248366013
"1388",10,3.25,90,"TL_1",0.507220216606498
"1389",15,3.25,90,"TL_1",0.37524557956778
"1390",20,3.25,90,"TL_1",0.293085655314757
"1391",25,3.25,90,"TL_1",0.238551650692226
"1392",30,3.25,90,"TL_1",0.188389923329682
"1393",5,4,90,"TL_1",0.935649935649936
"1394",10,4,90,"TL_1",0.570440795159896
"1395",15,4,90,"TL_1",0.462825278810409
"1396",20,4,90,"TL_1",0.387914230019493
"1397",25,4,90,"TL_1",0.312244897959184
"1398",30,4,90,"TL_1",0.262605042016807
"1399",5,4.75,90,"TL_1",0.94984126984127
"1400",10,4.75,90,"TL_1",0.66934835076428
"1401",15,4.75,90,"TL_1",0.515260323159785
"1402",20,4.75,90,"TL_1",0.415708812260536
"1403",25,4.75,90,"TL_1",0.373647984267453
"1404",30,4.75,90,"TL_1",0.278876170655567
"1405",5,1,120,"TL_1",0.337688442211055
"1406",10,1,120,"TL_1",0.234791889007471
"1407",15,1,120,"TL_1",0.118316268486917
"1408",20,1,120,"TL_1",0.0767441860465116
"1409",25,1,120,"TL_1",0
"1410",30,1,120,"TL_1",0
"1411",5,1.75,120,"TL_1",0.511251125112511
"1412",10,1.75,120,"TL_1",0.365612648221344
"1413",15,1.75,120,"TL_1",0.271682340647858
"1414",20,1.75,120,"TL_1",0.184412733260154
"1415",25,1.75,120,"TL_1",0.137387387387387
"1416",30,1.75,120,"TL_1",0.135287485907554
"1417",5,2.5,120,"TL_1",0.755455229495862
"1418",10,2.5,120,"TL_1",0.417224880382775
"1419",15,2.5,120,"TL_1",0.350947158524427
"1420",20,2.5,120,"TL_1",0.231016042780749
"1421",25,2.5,120,"TL_1",0.182417582417582
"1422",30,2.5,120,"TL_1",0.16629711751663
"1423",5,3.25,120,"TL_1",0.918954248366013
"1424",10,3.25,120,"TL_1",0.508566275924256
"1425",15,3.25,120,"TL_1",0.37524557956778
"1426",20,3.25,120,"TL_1",0.293085655314757
"1427",25,3.25,120,"TL_1",0.238551650692226
"1428",30,3.25,120,"TL_1",0.188389923329682
"1429",5,4,120,"TL_1",0.935649935649936
"1430",10,4,120,"TL_1",0.575366063738157
"1431",15,4,120,"TL_1",0.474169741697417
"1432",20,4,120,"TL_1",0.397286821705426
"1433",25,4,120,"TL_1",0.312244897959184
"1434",30,4,120,"TL_1",0.262605042016807
"1435",5,4.75,120,"TL_1",0.94984126984127
"1436",10,4.75,120,"TL_1",0.672552166934189
"1437",15,4.75,120,"TL_1",0.523214285714286
"1438",20,4.75,120,"TL_1",0.44256120527307
"1439",25,4.75,120,"TL_1",0.38001958863859
"1440",30,4.75,120,"TL_1",0.282450674974039
"1441",5,1,150,"TL_1",0.342685370741483
"1442",10,1,150,"TL_1",0.234791889007471
"1443",15,1,150,"TL_1",0.118316268486917
"1444",20,1,150,"TL_1",0.0767441860465116
"1445",25,1,150,"TL_1",0
"1446",30,1,150,"TL_1",0
"1447",5,1.75,150,"TL_1",0.519247985675918
"1448",10,1.75,150,"TL_1",0.368836291913215
"1449",15,1.75,150,"TL_1",0.271682340647858
"1450",20,1.75,150,"TL_1",0.184412733260154
"1451",25,1.75,150,"TL_1",0.137387387387387
"1452",30,1.75,150,"TL_1",0.135287485907554
"1453",5,2.5,150,"TL_1",0.75732531930879
"1454",10,2.5,150,"TL_1",0.42175572519084
"1455",15,2.5,150,"TL_1",0.350947158524427
"1456",20,2.5,150,"TL_1",0.231016042780749
"1457",25,2.5,150,"TL_1",0.182417582417582
"1458",30,2.5,150,"TL_1",0.16629711751663
"1459",5,3.25,150,"TL_1",0.918954248366013
"1460",10,3.25,150,"TL_1",0.519247985675918
"1461",15,3.25,150,"TL_1",0.409615384615385
"1462",20,3.25,150,"TL_1",0.293085655314757
"1463",25,3.25,150,"TL_1",0.238551650692226
"1464",30,3.25,150,"TL_1",0.188389923329682
"1465",5,4,150,"TL_1",0.935649935649936
"1466",10,4,150,"TL_1",0.576592082616179
"1467",15,4,150,"TL_1",0.499092558983666
"1468",20,4,150,"TL_1",0.433712121212121
"1469",25,4,150,"TL_1",0.312244897959184
"1470",30,4,150,"TL_1",0.262605042016807
"1471",5,4.75,150,"TL_1",0.94984126984127
"1472",10,4.75,150,"TL_1",0.672552166934189
"1473",15,4.75,150,"TL_1",0.524531668153434
"1474",20,4.75,150,"TL_1",0.465677179962894
"1475",25,4.75,150,"TL_1",0.420248328557784
"1476",30,4.75,150,"TL_1",0.282450674974039
"1477",5,1,180,"TL_1",0.342685370741483
"1478",10,1,180,"TL_1",0.234791889007471
"1479",15,1,180,"TL_1",0.118316268486917
"1480",20,1,180,"TL_1",0.0767441860465116
"1481",25,1,180,"TL_1",0
"1482",30,1,180,"TL_1",0
"1483",5,1.75,180,"TL_1",0.520572450805009
"1484",10,1.75,180,"TL_1",0.368836291913215
"1485",15,1.75,180,"TL_1",0.271682340647858
"1486",20,1.75,180,"TL_1",0.184412733260154
"1487",25,1.75,180,"TL_1",0.137387387387387
"1488",30,1.75,180,"TL_1",0.135287485907554
"1489",5,2.5,180,"TL_1",0.759189797449362
"1490",10,2.5,180,"TL_1",0.42175572519084
"1491",15,2.5,180,"TL_1",0.350947158524427
"1492",20,2.5,180,"TL_1",0.231016042780749
"1493",25,2.5,180,"TL_1",0.182417582417582
"1494",30,2.5,180,"TL_1",0.16629711751663
"1495",5,3.25,180,"TL_1",0.921069797782126
"1496",10,3.25,180,"TL_1",0.519247985675918
"1497",15,3.25,180,"TL_1",0.409615384615385
"1498",20,3.25,180,"TL_1",0.293085655314757
"1499",25,3.25,180,"TL_1",0.238551650692226
"1500",30,3.25,180,"TL_1",0.188389923329682
"1501",5,4,180,"TL_1",0.939063502245029
"1502",10,4,180,"TL_1",0.576592082616179
"1503",15,4,180,"TL_1",0.499092558983666
"1504",20,4,180,"TL_1",0.433712121212121
"1505",25,4,180,"TL_1",0.312244897959184
"1506",30,4,180,"TL_1",0.262605042016807
"1507",5,4.75,180,"TL_1",0.94984126984127
"1508",10,4.75,180,"TL_1",0.672552166934189
"1509",15,4.75,180,"TL_1",0.524531668153434
"1510",20,4.75,180,"TL_1",0.465677179962894
"1511",25,4.75,180,"TL_1",0.420248328557784
"1512",30,4.75,180,"TL_1",0.282450674974039
"1513",5,1,30,"TL_2",0.455840455840456
"1514",10,1,30,"TL_2",0.214168039538715
"1515",15,1,30,"TL_2",0.0915492957746479
"1516",20,1,30,"TL_2",0
"1517",25,1,30,"TL_2",0
"1518",30,1,30,"TL_2",0
"1519",5,1.75,30,"TL_2",0.562334217506631
"1520",10,1.75,30,"TL_2",0.496532593619972
"1521",15,1.75,30,"TL_2",0.276629570747218
"1522",20,1.75,30,"TL_2",0.262820512820513
"1523",25,1.75,30,"TL_2",0.184254606365159
"1524",30,1.75,30,"TL_2",0.104895104895105
"1525",5,2.5,30,"TL_2",0.717159763313609
"1526",10,2.5,30,"TL_2",0.521145975443383
"1527",15,2.5,30,"TL_2",0.496532593619972
"1528",20,2.5,30,"TL_2",0.435786435786436
"1529",25,2.5,30,"TL_2",0.300940438871473
"1530",30,2.5,30,"TL_2",0.127806563039724
"1531",5,3.25,30,"TL_2",0.934119960668633
"1532",10,3.25,30,"TL_2",0.558510638297872
"1533",15,3.25,30,"TL_2",0.535135135135135
"1534",20,3.25,30,"TL_2",0.527173913043478
"1535",25,3.25,30,"TL_2",0.473239436619718
"1536",30,3.25,30,"TL_2",0.334869431643625
"1537",5,4,30,"TL_2",0.990689013035382
"1538",10,4,30,"TL_2",0.601290322580645
"1539",15,4,30,"TL_2",0.539083557951482
"1540",20,4,30,"TL_2",0.539083557951482
"1541",25,4,30,"TL_2",0.535135135135135
"1542",30,4,30,"TL_2",0.46241134751773
"1543",5,4.75,30,"TL_2",0.996296296296296
"1544",10,4.75,30,"TL_2",0.661728395061728
"1545",15,4.75,30,"TL_2",0.546916890080429
"1546",20,4.75,30,"TL_2",0.54496644295302
"1547",25,4.75,30,"TL_2",0.543010752688172
"1548",30,4.75,30,"TL_2",0.541049798115747
"1549",5,1,60,"TL_2",0.481792717086835
"1550",10,1,60,"TL_2",0.248788368336026
"1551",15,1,60,"TL_2",0.0915492957746479
"1552",20,1,60,"TL_2",0
"1553",25,1,60,"TL_2",0
"1554",30,1,60,"TL_2",0
"1555",5,1.75,60,"TL_2",0.569920844327177
"1556",10,1.75,60,"TL_2",0.508940852819807
"1557",15,1.75,60,"TL_2",0.377245508982036
"1558",20,1.75,60,"TL_2",0.324574961360124
"1559",25,1.75,60,"TL_2",0.231647634584013
"1560",30,1.75,60,"TL_2",0.127806563039724
"1561",5,2.5,60,"TL_2",0.717159763313609
"1562",10,2.5,60,"TL_2",0.527173913043478
"1563",15,2.5,60,"TL_2",0.515068493150685
"1564",20,2.5,60,"TL_2",0.510989010989011
"1565",25,2.5,60,"TL_2",0.415204678362573
"1566",30,2.5,60,"TL_2",0.268370607028754
"1567",5,3.25,60,"TL_2",0.934119960668633
"1568",10,3.25,60,"TL_2",0.558510638297872
"1569",15,3.25,60,"TL_2",0.535135135135135
"1570",20,3.25,60,"TL_2",0.531165311653117
"1571",25,3.25,60,"TL_2",0.488145048814505
"1572",30,3.25,60,"TL_2",0.391691394658754
"1573",5,4,60,"TL_2",0.990689013035382
"1574",10,4,60,"TL_2",0.601290322580645
"1575",15,4,60,"TL_2",0.539083557951482
"1576",20,4,60,"TL_2",0.539083557951482
"1577",25,4,60,"TL_2",0.537112010796221
"1578",30,4,60,"TL_2",0.523160762942779
"1579",5,4.75,60,"TL_2",0.996296296296296
"1580",10,4.75,60,"TL_2",0.661728395061728
"1581",15,4.75,60,"TL_2",0.546916890080429
"1582",20,4.75,60,"TL_2",0.54496644295302
"1583",25,4.75,60,"TL_2",0.543010752688172
"1584",30,4.75,60,"TL_2",0.541049798115747
"1585",5,1,90,"TL_2",0.496532593619972
"1586",10,1,90,"TL_2",0.31937984496124
"1587",15,1,90,"TL_2",0.124567474048443
"1588",20,1,90,"TL_2",0
"1589",25,1,90,"TL_2",0
"1590",30,1,90,"TL_2",0
"1591",5,1.75,90,"TL_2",0.571805006587615
"1592",10,1.75,90,"TL_2",0.519125683060109
"1593",15,1.75,90,"TL_2",0.424418604651163
"1594",20,1.75,90,"TL_2",0.337423312883436
"1595",25,1.75,90,"TL_2",0.268370607028754
"1596",30,1.75,90,"TL_2",0.251612903225806
"1597",5,2.5,90,"TL_2",0.717159763313609
"1598",10,2.5,90,"TL_2",0.527173913043478
"1599",15,2.5,90,"TL_2",0.527173913043478
"1600",20,2.5,90,"TL_2",0.521145975443383
"1601",25,2.5,90,"TL_2",0.486033519553073
"1602",30,2.5,90,"TL_2",0.382089552238806
"1603",5,3.25,90,"TL_2",0.934119960668633
"1604",10,3.25,90,"TL_2",0.558510638297872
"1605",15,3.25,90,"TL_2",0.535135135135135
"1606",20,3.25,90,"TL_2",0.531165311653117
"1607",25,3.25,90,"TL_2",0.529172320217096
"1608",30,3.25,90,"TL_2",0.479663394109397
"1609",5,4,90,"TL_2",0.992565055762082
"1610",10,4,90,"TL_2",0.604890604890605
"1611",15,4,90,"TL_2",0.543010752688172
"1612",20,4,90,"TL_2",0.543010752688172
"1613",25,4,90,"TL_2",0.541049798115747
"1614",30,4,90,"TL_2",0.535135135135135
"1615",5,4.75,90,"TL_2",0.99815157116451
"1616",10,4.75,90,"TL_2",0.665024630541872
"1617",15,4.75,90,"TL_2",0.550802139037433
"1618",20,4.75,90,"TL_2",0.548862115127175
"1619",25,4.75,90,"TL_2",0.548862115127175
"1620",30,4.75,90,"TL_2",0.54496644295302
"1621",5,1,120,"TL_2",0.496532593619972
"1622",10,1,120,"TL_2",0.321981424148607
"1623",15,1,120,"TL_2",0.124567474048443
"1624",20,1,120,"TL_2",0
"1625",25,1,120,"TL_2",0
"1626",30,1,120,"TL_2",0
"1627",5,1.75,120,"TL_2",0.571805006587615
"1628",10,1.75,120,"TL_2",0.519125683060109
"1629",15,1.75,120,"TL_2",0.424418604651163
"1630",20,1.75,120,"TL_2",0.342507645259939
"1631",25,1.75,120,"TL_2",0.273885350318471
"1632",30,1.75,120,"TL_2",0.257234726688103
"1633",5,2.5,120,"TL_2",0.717159763313609
"1634",10,2.5,120,"TL_2",0.527173913043478
"1635",15,2.5,120,"TL_2",0.527173913043478
"1636",20,2.5,120,"TL_2",0.521145975443383
